Country or Territory;Station Name;WMO Station Number;National Station Id Number;Period;Statistic Description;Unit;Jan;Feb;Mar;Apr;May;Jun;Jul;Aug;Sep;Oct;Nov;Dec;Annual
UNITED STATES OF AMERICA;TWO HARBORS, MN;72000;218419;1961-1990;Mean Monthly Value;mm;26.4;15.7;43.7;52.3;81.5;99.1;87.4;98.6;98.8;61.7;43.2;30.5;738.9
UNITED STATES OF AMERICA;WINNEBAGO, MN;72000;219046;1961-1990;Mean Monthly Value;mm;21.8;22.9;47.2;72.4;92.5;111.3;106.7;101.6;81.8;58.7;35.6;29.0;781.5
UNITED STATES OF AMERICA;WINNIBIGOSHISH DAM, MN;72000;219059;1961-1990;Mean Monthly Value;mm;22.4;14.2;33.5;50.3;74.4;102.4;97.8;86.9;75.9;62.7;32.0;24.6;677.1
UNITED STATES OF AMERICA;ZUMBROTA, MN;72000;219249;1961-1990;Mean Monthly Value;mm;23.6;18.5;45.7;74.7;92.7;101.1;106.2;91.4;90.7;69.6;41.7;29.0;784.9
UNITED STATES OF AMERICA;ABERDEEN, MS;72000;220021;1961-1990;Mean Monthly Value;mm;132.3;125.5;163.6;135.1;126.7;101.3;108.2;76.2;97.5;95.0;119.9;149.6;1430.9
UNITED STATES OF AMERICA;BATESVILLE 2SW, MS;72000;220488;1961-1990;Mean Monthly Value;mm;115.8;122.4;151.1;134.9;150.6;104.9;111.5;79.2;93.7;88.4;146.6;155.7;1454.8
UNITED STATES OF AMERICA;BOONEVILLE, MS;72000;220955;1961-1990;Mean Monthly Value;mm;125.7;117.3;158.5;137.4;144.3;93.0;102.6;78.7;93.5;86.9;135.9;149.6;1423.4
UNITED STATES OF AMERICA;BROOKHAVEN CITY, MS;72000;221094;1961-1990;Mean Monthly Value;mm;141.0;142.5;163.1;144.8;137.9;101.3;120.1;118.6;88.9;87.1;116.3;164.6;1526.2
UNITED STATES OF AMERICA;CLARKSDALE, MS;72000;221707;1961-1990;Mean Monthly Value;mm;107.2;121.2;134.9;120.1;132.3;109.5;99.8;73.2;80.5;75.4;134.6;142.0;1330.7
UNITED STATES OF AMERICA;GREENVILLE, MS;72000;223605;1961-1990;Mean Monthly Value;mm;115.8;123.7;143.0;127.3;128.3;101.6;100.3;61.2;75.4;82.6;148.6;148.1;1355.9
UNITED STATES OF AMERICA;HERNANDO, MS;72000;223975;1961-1990;Mean Monthly Value;mm;101.9;115.6;137.9;144.8;143.5;98.8;85.1;83.3;87.1;80.0;128.0;144.0;1350.0
UNITED STATES OF AMERICA;LOUISVILLE, MS;72000;225247;1961-1990;Mean Monthly Value;mm;143.5;131.1;160.5;158.5;120.6;91.9;148.6;84.1;103.6;83.8;116.8;152.1;1495.1
UNITED STATES OF AMERICA;NATCHEZ, MS;72000;226177;1961-1990;Mean Monthly Value;mm;145.8;128.8;161.8;140.5;139.7;106.4;115.8;101.1;93.5;97.5;129.8;176.3;1537.0
UNITED STATES OF AMERICA;PASCAGOULA 3NE, MS;72000;226718;1961-1990;Mean Monthly Value;mm;134.1;148.8;142.2;110.5;129.0;134.6;160.3;182.4;159.5;87.9;105.9;123.2;1618.4
UNITED STATES OF AMERICA;PONTOTOC EXP STN, MS;72000;227111;1961-1990;Mean Monthly Value;mm;128.3;126.2;157.2;139.2;131.1;106.2;109.7;72.1;99.8;84.1;124.2;155.2;1433.3
UNITED STATES OF AMERICA;STATE UNIVERSITY, MS;72000;228374;1961-1990;Mean Monthly Value;mm;134.1;124.0;152.4;144.3;117.6;95.3;125.5;85.9;96.8;83.6;107.9;150.6;1418.0
UNITED STATES OF AMERICA;WATER VALLEY 1NNE, MS;72000;229400;1961-1990;Mean Monthly Value;mm;118.1;121.7;156.2;140.7;144.0;102.1;101.6;78.2;89.4;86.1;144.0;150.9;1433.0
UNITED STATES OF AMERICA;WAYNESBORO 2W, MS;72000;229439;1961-1990;Mean Monthly Value;mm;131.3;137.4;152.9;125.2;116.3;101.6;141.2;102.9;101.1;73.9;110.7;151.1;1445.6
UNITED STATES OF AMERICA;WOODVILLE, MS;72000;229793;1961-1990;Mean Monthly Value;mm;153.2;147.8;173.5;142.2;137.9;133.6;145.8;106.7;122.4;93.2;131.1;171.7;1659.1
UNITED STATES OF AMERICA;BOWLING GREEN 2NE, MO;72000;230856;1961-1990;Mean Monthly Value;mm;37.8;41.4;84.1;99.1;114.0;94.5;92.5;90.2;90.9;71.4;82.8;66.5;965.2
UNITED STATES OF AMERICA;BRUNSWICK, MO;72000;231037;1961-1990;Mean Monthly Value;mm;39.9;32.3;74.7;91.9;118.6;111.3;110.7;92.2;117.9;96.5;71.4;53.1;1010.5
UNITED STATES OF AMERICA;CONCEPTION, MO;72000;231822;1961-1990;Mean Monthly Value;mm;22.1;23.6;61.7;80.0;117.1;110.7;105.9;114.6;113.8;78.7;50.8;35.1;914.1
UNITED STATES OF AMERICA;FARMINGTON, MO;72000;232809;1961-1990;Mean Monthly Value;mm;49.5;60.2;106.7;97.8;102.1;86.6;93.7;100.6;89.2;67.1;97.3;90.7;1041.5
UNITED STATES OF AMERICA;LAMAR, MO;72000;234705;1961-1990;Mean Monthly Value;mm;41.9;51.1;102.1;108.2;130.8;133.6;87.4;98.8;126.7;104.1;89.4;67.6;1141.7
UNITED STATES OF AMERICA;LEBANON 2W, MO;72000;234825;1961-1990;Mean Monthly Value;mm;42.7;52.1;95.5;98.3;117.1;104.1;89.2;86.1;102.4;102.6;93.0;67.8;1050.9
UNITED STATES OF AMERICA;LEE'S SUMMIT REED WLR, MO;72000;234850;1961-1990;Mean Monthly Value;mm;31.5;33.3;70.1;91.4;123.2;144.8;98.8;97.8;121.4;94.0;62.2;43.4;1011.9
UNITED STATES OF AMERICA;LEXINGTON 3NE, MO;72000;234904;1961-1990;Mean Monthly Value;mm;34.0;34.0;70.4;89.7;120.4;113.8;108.5;93.2;115.6;99.3;66.5;44.7;990.1
UNITED STATES OF AMERICA;MARBLE HILL, MO;72000;235253;1961-1990;Mean Monthly Value;mm;72.4;80.0;130.0;105.9;118.1;92.2;102.6;102.1;95.5;77.2;105.9;107.9;1189.8
UNITED STATES OF AMERICA;MEXICO, MO;72000;235541;1961-1990;Mean Monthly Value;mm;38.1;43.7;83.6;95.8;126.0;119.6;110.7;81.3;101.6;82.6;75.2;62.2;1020.4
UNITED STATES OF AMERICA;NEOSHO, MO;72000;235976;1961-1990;Mean Monthly Value;mm;43.2;56.6;95.5;105.9;118.6;113.5;75.2;96.3;120.6;102.9;97.3;68.3;1093.9
UNITED STATES OF AMERICA;STEFFENVILLE, MO;72000;238051;1961-1990;Mean Monthly Value;mm;34.3;30.0;73.4;81.5;108.5;87.9;114.3;88.1;105.4;80.8;67.1;48.5;919.8
UNITED STATES OF AMERICA;SWEET SPRINGS, MO;72000;238223;1961-1990;Mean Monthly Value;mm;34.0;38.1;80.0;102.1;123.7;110.5;95.5;93.5;118.1;89.9;70.1;54.4;1009.9
UNITED STATES OF AMERICA;WARRENTON 1N, MO;72000;238725;1961-1990;Mean Monthly Value;mm;39.9;50.8;89.4;96.0;109.7;99.6;88.6;74.7;95.5;78.2;77.7;70.1;970.2
UNITED STATES OF AMERICA;AUGUSTA, MT;72000;240364;1961-1990;Mean Monthly Value;mm;13.2;10.9;16.5;27.4;59.4;61.0;31.8;35.8;33.0;16.5;12.4;14.0;331.9
UNITED STATES OF AMERICA;CROW AGENCY, MT;72000;242112;1961-1990;Mean Monthly Value;mm;21.3;17.8;25.4;46.2;66.0;56.4;22.6;27.9;45.5;32.5;23.6;19.0;404.2
UNITED STATES OF AMERICA;DILLON WMCE, MT;72000;242409;1961-1990;Mean Monthly Value;mm;8.4;5.3;15.5;29.0;53.6;51.3;31.0;32.5;30.2;17.8;11.7;8.4;294.7
UNITED STATES OF AMERICA;EKALAKA, MT;72000;242689;1961-1990;Mean Monthly Value;mm;13.0;10.9;18.5;42.2;69.8;91.9;40.4;32.5;44.7;28.4;16.3;15.0;423.6
UNITED STATES OF AMERICA;LIBBY 1NE RS, MT;72000;245015;1961-1990;Mean Monthly Value;mm;55.4;36.8;31.2;27.2;40.6;41.1;27.7;26.2;29.5;33.8;60.7;58.4;468.6
UNITED STATES OF AMERICA;LIVINGSTON 12S, MT;72000;245080;1961-1990;Mean Monthly Value;mm;17.8;12.2;27.4;32.8;75.2;64.8;38.4;40.1;48.5;34.8;22.9;16.8;431.7
UNITED STATES OF AMERICA;RED LODGE, MT;72000;246918;1961-1990;Mean Monthly Value;mm;41.9;32.5;65.5;86.1;101.9;73.4;35.1;37.3;62.5;45.7;39.6;34.3;655.8
UNITED STATES OF AMERICA;ALBION, NE;72000;250070;1961-1990;Mean Monthly Value;mm;9.9;18.0;51.6;70.1;106.4;115.3;87.4;92.5;70.1;41.7;28.7;15.7;707.4
UNITED STATES OF AMERICA;ALLIANCE, NE;72000;250130;1961-1990;Mean Monthly Value;mm;9.4;8.6;20.1;43.7;84.3;75.9;56.9;42.4;34.8;19.6;11.7;9.9;417.3
UNITED STATES OF AMERICA;ASHLAND 3NE, NE;72000;250375;1961-1990;Mean Monthly Value;mm;14.0;16.5;47.8;71.1;113.8;103.9;82.6;103.9;86.4;56.9;33.8;22.9;753.6
UNITED STATES OF AMERICA;AUBURN 5ESE, NE;72000;250435;1961-1990;Mean Monthly Value;mm;19.8;24.9;57.4;73.7;102.4;101.9;97.5;100.8;93.5;64.8;40.6;28.7;806.0
UNITED STATES OF AMERICA;BEAVER CITY, NE;72000;250640;1961-1990;Mean Monthly Value;mm;14.0;15.5;46.7;48.8;93.0;104.6;75.9;68.3;55.6;37.1;23.4;17.3;600.2
UNITED STATES OF AMERICA;BROKEN BOW 2W, NE;72000;251200;1961-1990;Mean Monthly Value;mm;9.9;13.0;35.3;55.6;83.1;100.8;91.9;66.5;54.4;31.2;19.8;11.7;573.2
UNITED STATES OF AMERICA;CRETE, NE;72000;252020;1961-1990;Mean Monthly Value;mm;14.2;20.1;57.7;68.1;106.4;108.2;81.3;83.6;97.5;56.1;31.8;23.6;748.6
UNITED STATES OF AMERICA;CURTIS 1E, NE;72000;252100;1961-1990;Mean Monthly Value;mm;9.4;11.2;32.0;49.5;86.6;99.3;82.3;57.9;43.9;29.0;16.3;11.4;528.8
UNITED STATES OF AMERICA;DAVID CITY, NE;72000;252205;1961-1990;Mean Monthly Value;mm;14.5;21.1;57.9;68.8;111.8;123.4;70.1;87.1;92.2;53.8;33.0;23.9;757.6
UNITED STATES OF AMERICA;FAIRBURY 2SSE, NE;72000;252820;1961-1990;Mean Monthly Value;mm;16.0;20.3;56.6;67.1;101.6;105.7;93.2;104.6;95.8;54.6;32.0;22.9;770.4
UNITED STATES OF AMERICA;GENEVA, NE;72000;253175;1961-1990;Mean Monthly Value;mm;14.0;19.0;56.6;75.9;109.2;109.5;76.5;85.1;89.7;54.9;31.5;18.5;740.4
UNITED STATES OF AMERICA;GENOA 2W, NE;72000;253185;1961-1990;Mean Monthly Value;mm;11.7;22.9;51.8;60.7;106.9;116.1;85.9;80.8;73.9;44.2;30.2;21.8;706.9
UNITED STATES OF AMERICA;GOTHENBURG, NE;72000;253365;1961-1990;Mean Monthly Value;mm;10.9;12.4;36.6;56.1;90.9;107.7;80.0;62.5;44.4;29.0;17.5;14.0;562.0
UNITED STATES OF AMERICA;HARTINGTON, NE;72000;253630;1961-1990;Mean Monthly Value;mm;12.7;14.7;50.3;58.4;88.9;112.5;68.6;71.1;64.3;43.2;25.7;18.3;628.7
UNITED STATES OF AMERICA;HAY SPRINGS 12S, NE;72000;253715;1961-1990;Mean Monthly Value;mm;5.6;6.4;16.5;43.9;78.2;77.0;69.8;45.7;33.5;17.5;9.9;6.1;410.1
UNITED STATES OF AMERICA;HEBRON, NE;72000;253735;1961-1990;Mean Monthly Value;mm;14.2;20.1;55.9;64.0;104.6;100.3;85.1;88.9;91.2;52.6;29.5;22.6;729.0
UNITED STATES OF AMERICA;IMPERIAL, NE;72000;254110;1961-1990;Mean Monthly Value;mm;11.4;9.7;31.8;46.2;83.6;84.3;70.4;58.7;37.3;25.1;16.5;10.7;485.7
UNITED STATES OF AMERICA;KIMBALL, NE;72000;254440;1961-1990;Mean Monthly Value;mm;11.2;8.1;29.7;42.2;74.4;74.7;75.9;46.7;32.3;22.4;14.2;10.9;442.7
UNITED STATES OF AMERICA;LODGEPOLE, NE;72000;254900;1961-1990;Mean Monthly Value;mm;10.9;11.2;33.3;47.8;86.6;75.4;68.6;51.6;31.2;21.1;16.8;11.9;466.4
UNITED STATES OF AMERICA;LOUP CITY 1N, NE;72000;254985;1961-1990;Mean Monthly Value;mm;11.4;17.5;51.3;65.8;97.5;105.9;83.3;68.6;62.0;40.9;29.5;19.6;653.3
UNITED STATES OF AMERICA;MADISON, NE;72000;255080;1961-1990;Mean Monthly Value;mm;12.4;17.0;47.2;58.2;103.6;111.0;83.3;75.2;62.5;43.7;24.9;18.8;657.8
UNITED STATES OF AMERICA;MINDEN, NE;72000;255565;1961-1990;Mean Monthly Value;mm;8.1;13.7;47.0;54.4;102.4;99.6;86.6;74.2;69.8;37.3;22.4;14.0;629.5
UNITED STATES OF AMERICA;NORTH LOUP, NE;72000;256040;1961-1990;Mean Monthly Value;mm;10.2;16.3;41.7;57.4;83.6;96.3;79.0;84.3;65.5;37.3;25.1;17.0;613.7
UNITED STATES OF AMERICA;OAKDALE, NE;72000;256135;1961-1990;Mean Monthly Value;mm;11.7;16.5;43.2;63.2;94.5;109.0;84.1;71.1;60.2;40.9;25.4;18.5;638.3
UNITED STATES OF AMERICA;PAWNEE CITY, NE;72000;256570;1961-1990;Mean Monthly Value;mm;17.5;21.3;55.9;70.6;100.1;122.9;94.2;105.4;103.6;63.2;36.8;27.4;818.9
UNITED STATES OF AMERICA;SAINT PAUL, NE;72000;257515;1961-1990;Mean Monthly Value;mm;8.1;15.7;42.9;60.2;104.9;101.3;70.9;68.1;68.6;35.6;21.1;15.5;612.9
UNITED STATES OF AMERICA;SYRACUSE, NE;72000;258395;1961-1990;Mean Monthly Value;mm;16.3;19.3;56.9;69.8;103.6;101.1;95.3;96.8;94.7;63.2;35.3;23.4;775.7
UNITED STATES OF AMERICA;TECUMSEH, NE;72000;258465;1961-1990;Mean Monthly Value;mm;20.8;23.6;61.7;72.1;108.2;102.4;103.1;101.3;95.8;64.0;40.9;30.0;823.9
UNITED STATES OF AMERICA;WAKEFIELD, NE;72000;258915;1961-1990;Mean Monthly Value;mm;15.7;20.6;57.4;68.1;99.6;103.6;82.6;68.6;72.9;52.6;32.5;23.1;697.3
UNITED STATES OF AMERICA;ELKO/MUNICIPAL ARPT NV;72000;262573;1961-1990;Mean Monthly Value;mm;24.9;20.3;24.4;20.8;25.4;23.1;8.4;16.5;15.7;16.5;28.2;27.9;252.1
UNITED STATES OF AMERICA;GOLCONDA, NV;72000;263245;1961-1990;Mean Monthly Value;mm;15.5;15.0;17.5;15.5;20.3;22.4;6.6;11.4;11.9;13.0;22.9;20.6;192.6
UNITED STATES OF AMERICA;MCGILL, NV;72000;264950;1961-1990;Mean Monthly Value;mm;11.4;11.4;15.7;22.6;25.9;23.6;18.8;22.6;23.6;21.8;12.7;13.5;223.6
UNITED STATES OF AMERICA;BETHLEHEM, NH;72000;270703;1961-1990;Mean Monthly Value;mm;59.2;54.4;62.5;74.2;84.1;101.3;100.6;114.3;81.8;83.3;92.5;79.8;988.0
UNITED STATES OF AMERICA;DURHAM, NH;72000;272174;1961-1990;Mean Monthly Value;mm;73.4;75.7;80.0;100.1;92.5;87.6;80.3;82.6;78.7;97.3;124.0;99.3;1071.5
UNITED STATES OF AMERICA;HANOVER, NH;72000;273850;1961-1990;Mean Monthly Value;mm;64.5;59.7;67.3;73.2;90.4;82.6;83.3;91.9;83.8;84.3;89.9;79.0;949.9
UNITED STATES OF AMERICA;KEENE, NH;72000;274399;1961-1990;Mean Monthly Value;mm;72.4;67.3;74.2;80.0;96.0;91.7;92.2;98.6;76.2;80.3;87.9;84.3;1001.1
UNITED STATES OF AMERICA;BOONTON 1SE, NJ;72000;280907;1961-1990;Mean Monthly Value;mm;86.6;78.5;98.8;106.7;121.4;103.4;116.6;106.4;112.3;91.7;108.7;95.5;1226.6
UNITED STATES OF AMERICA;CHARLOTTEBURG, NJ;72000;281582;1961-1990;Mean Monthly Value;mm;92.5;87.1;106.7;112.3;123.7;106.2;114.6;116.8;112.3;102.1;121.9;100.3;1296.5
UNITED STATES OF AMERICA;FLEMINGTON, NJ;72000;283029;1961-1990;Mean Monthly Value;mm;94.2;79.8;96.3;103.9;117.1;105.9;123.4;99.3;99.8;87.6;102.4;98.3;1208.0
UNITED STATES OF AMERICA;HIGHTSTOWN 2W, NJ;72000;283951;1961-1990;Mean Monthly Value;mm;83.3;74.7;92.7;100.3;107.4;89.7;129.0;114.3;104.4;80.0;97.3;92.2;1165.3
UNITED STATES OF AMERICA;MOORESTOWN, NJ;72000;285728;1961-1990;Mean Monthly Value;mm;85.9;75.9;94.5;100.3;108.2;98.0;124.0;128.5;93.7;84.6;89.9;90.7;1174.2
UNITED STATES OF AMERICA;NEW BRUNSWICK 3SE, NJ;72000;286055;1961-1990;Mean Monthly Value;mm;89.2;74.7;96.5;101.3;115.3;88.6;126.0;108.2;111.8;81.3;104.4;97.0;1194.3
UNITED STATES OF AMERICA;PLAINFIELD, NJ;72000;287079;1961-1990;Mean Monthly Value;mm;88.9;79.8;102.6;103.9;117.6;94.7;131.8;118.1;109.0;92.5;107.2;98.6;1244.7
UNITED STATES OF AMERICA;TUCKERTON, NJ;72000;288899;1961-1990;Mean Monthly Value;mm;94.2;87.1;104.6;105.7;91.2;79.5;104.9;115.6;85.6;81.8;97.8;95.8;1143.8
UNITED STATES OF AMERICA;LOS LUNAS 3SSW, NM;72000;295150;1961-1990;Mean Monthly Value;mm;8.6;11.7;10.2;11.7;11.7;14.2;31.5;45.7;33.0;24.6;11.4;11.7;226.0
UNITED STATES OF AMERICA;STATE UNIVERSITY, NM;72000;298535;1961-1990;Mean Monthly Value;mm;11.7;9.4;5.6;5.3;7.4;18.3;34.5;58.2;34.5;23.1;13.5;17.3;238.8
UNITED STATES OF AMERICA;ANGELICA, NY;72000;300183;1961-1990;Mean Monthly Value;mm;46.5;52.6;55.6;70.4;76.2;117.3;93.2;90.4;89.7;74.9;74.4;64.0;905.2
UNITED STATES OF AMERICA;AUBURN 2NE, NY;72000;300321;1961-1990;Mean Monthly Value;mm;55.6;50.8;59.2;74.9;79.2;93.5;88.9;82.8;95.8;81.0;90.7;76.5;928.9
UNITED STATES OF AMERICA;BROCKPORT 2NW, NY;72000;300937;1961-1990;Mean Monthly Value;mm;33.0;36.6;48.0;67.1;66.5;78.2;62.0;79.8;81.5;65.8;75.4;57.9;751.8
UNITED STATES OF AMERICA;CANTON 4SE, NY;72000;301185;1961-1990;Mean Monthly Value;mm;48.5;47.5;53.6;72.4;75.7;83.3;85.6;106.2;97.8;82.6;87.1;70.1;910.4
UNITED STATES OF AMERICA;CHAZY, NY;72000;301401;1961-1990;Mean Monthly Value;mm;38.1;40.1;46.7;65.3;75.2;77.2;85.9;103.6;78.5;73.4;71.6;59.9;815.5
UNITED STATES OF AMERICA;COOPERSTOWN, NY;72000;301752;1961-1990;Mean Monthly Value;mm;61.7;55.1;77.2;83.6;92.7;106.2;89.4;88.9;94.5;77.5;86.1;78.5;991.4
UNITED STATES OF AMERICA;CORTLAND, NY;72000;301799;1961-1990;Mean Monthly Value;mm;66.3;64.8;73.2;84.8;85.9;99.6;86.1;84.1;93.0;83.3;95.0;95.5;1011.6
UNITED STATES OF AMERICA;ELMIRA 2SE, NY;72000;302610;1961-1990;Mean Monthly Value;mm;45.5;50.8;58.9;68.3;81.3;95.5;85.6;77.5;78.2;71.1;74.9;58.7;846.3
UNITED STATES OF AMERICA;GENEVA RESEARCH FARM, NY;72000;303184;1961-1990;Mean Monthly Value;mm;44.7;45.2;52.3;73.9;76.2;93.2;74.9;79.8;81.8;73.7;77.7;62.7;836.1
UNITED STATES OF AMERICA;GLOVERSVILLE, NY;72000;303319;1961-1990;Mean Monthly Value;mm;72.1;67.3;83.6;89.9;101.6;102.4;94.2;99.8;95.8;84.8;95.5;90.2;1077.2
UNITED STATES OF AMERICA;HEMLOCK, NY;72000;303773;1961-1990;Mean Monthly Value;mm;36.6;39.1;52.1;74.7;78.7;94.5;78.7;88.6;86.9;73.7;72.9;56.6;833.1
UNITED STATES OF AMERICA;INDIAN LAKE 2SW, NY;72000;304102;1961-1990;Mean Monthly Value;mm;65.0;57.7;71.4;71.4;88.9;87.6;84.3;107.2;99.6;88.1;92.5;78.0;991.7
UNITED STATES OF AMERICA;ITHACA CORNELL UN, NY;72000;304174;1961-1990;Mean Monthly Value;mm;46.2;50.8;57.7;73.9;84.1;95.8;87.6;87.4;89.7;82.6;78.2;65.3;899.3
UNITED STATES OF AMERICA;LAKE PLACID 2S, NY;72000;304555;1961-1990;Mean Monthly Value;mm;54.9;50.5;61.7;69.3;84.6;96.5;98.0;113.3;97.3;80.5;86.6;71.1;964.3
UNITED STATES OF AMERICA;LITTLE FALLS CITY RESERVOIR, NY;72000;304791;1961-1990;Mean Monthly Value;mm;62.7;58.9;68.8;93.5;95.5;109.5;99.6;97.8;102.4;83.3;103.9;81.3;1057.2
UNITED STATES OF AMERICA;LOWVILLE, NY;72000;304912;1961-1990;Mean Monthly Value;mm;77.5;63.5;70.6;78.7;77.5;89.4;84.6;96.5;95.8;86.9;103.4;93.7;1018.1
UNITED STATES OF AMERICA;NEW YORK CENTRAL PARK, NY;72000;305801;1961-1990;Mean Monthly Value;mm;86.9;83.1;103.6;106.7;112.3;93.2;110.5;101.9;98.8;90.4;113.5;99.3;1200.2
UNITED STATES OF AMERICA;OGDENSBURG 4NE, NY;72000;306164;1961-1990;Mean Monthly Value;mm;50.0;47.2;48.8;67.1;70.1;76.5;77.7;89.4;85.6;74.7;76.7;71.1;834.9
UNITED STATES OF AMERICA;OSWEGO, NY;72000;306314;1961-1990;Mean Monthly Value;mm;86.6;78.5;74.9;84.6;82.3;87.1;65.5;86.9;100.6;91.4;113.5;100.1;1052.0
UNITED STATES OF AMERICA;PORT JERVIS, NY;72000;306774;1961-1990;Mean Monthly Value;mm;77.5;75.4;88.6;94.2;113.0;95.0;107.4;90.7;93.7;75.7;98.3;87.4;1096.9
UNITED STATES OF AMERICA;SETAUKET STRONG, NY;72000;307633;1961-1990;Mean Monthly Value;mm;91.9;82.6;103.6;104.6;98.0;96.0;88.9;91.4;87.1;88.6;107.4;103.9;1144.0
UNITED STATES OF AMERICA;WATERTOWN, NY;72000;309000;1961-1990;Mean Monthly Value;mm;82.8;61.7;65.5;73.9;80.8;87.6;70.6;103.6;105.9;93.2;112.0;101.3;1038.9
UNITED STATES OF AMERICA;WEST POINT, NY;72000;309292;1961-1990;Mean Monthly Value;mm;85.1;85.6;93.7;102.9;119.1;102.1;101.6;105.7;101.6;97.3;111.5;100.6;1206.8
UNITED STATES OF AMERICA;CHAPEL HILL 2W, NC;72000;311677;1961-1990;Mean Monthly Value;mm;95.0;98.3;106.9;81.8;114.3;111.3;102.9;112.8;81.3;88.1;88.6;87.6;1168.9
UNITED STATES OF AMERICA;FAYETTEVILLE, NC;72000;313017;1961-1990;Mean Monthly Value;mm;95.0;95.8;103.4;74.4;89.4;107.2;140.2;142.5;107.9;72.6;74.2;84.1;1186.7
UNITED STATES OF AMERICA;GOLDSBORO 1SSW, NC;72000;313510;1961-1990;Mean Monthly Value;mm;106.2;98.0;107.9;84.1;101.9;100.1;153.2;147.1;109.0;73.2;82.0;88.9;1251.6
UNITED STATES OF AMERICA;HENDERSON 2NNW, NC;72000;313969;1961-1990;Mean Monthly Value;mm;90.4;88.1;96.3;75.2;98.0;95.5;106.4;118.4;93.2;85.1;83.1;83.1;1112.8
UNITED STATES OF AMERICA;HENDERSONVILLE 1NE, NC;72000;313976;1961-1990;Mean Monthly Value;mm;99.1;113.3;144.0;98.8;126.7;122.9;120.4;152.4;111.3;115.1;108.5;112.5;1425.0
UNITED STATES OF AMERICA;KINSTON 5SE, NC;72000;314684;1961-1990;Mean Monthly Value;mm;107.7;95.3;100.8;88.6;115.6;130.0;154.7;151.6;118.9;77.5;70.9;88.9;1300.5
UNITED STATES OF AMERICA;LENOIR, NC;72000;314938;1961-1990;Mean Monthly Value;mm;86.9;100.1;117.6;92.2;116.1;117.9;122.9;106.2;107.9;103.1;92.5;91.4;1254.8
UNITED STATES OF AMERICA;LOUISBURG, NC;72000;315123;1961-1990;Mean Monthly Value;mm;93.5;99.3;101.9;78.7;112.3;91.7;107.9;124.0;93.2;85.9;83.1;85.9;1157.4
UNITED STATES OF AMERICA;MARION, NC;72000;315340;1961-1990;Mean Monthly Value;mm;96.8;112.8;142.2;106.2;129.8;129.5;119.9;134.6;114.8;129.3;115.1;106.7;1437.7
UNITED STATES OF AMERICA;MONROE, NC;72000;315771;1961-1990;Mean Monthly Value;mm;106.7;104.4;118.4;73.4;94.0;102.6;121.9;125.0;99.1;97.8;79.2;96.3;1218.8
UNITED STATES OF AMERICA;MOREHEAD CITY 2WNW, NC;72000;315830;1961-1990;Mean Monthly Value;mm;117.9;105.4;102.4;74.4;116.3;112.0;171.4;157.0;134.6;99.1;94.5;105.7;1390.7
UNITED STATES OF AMERICA;MORGANTON, NC;72000;315838;1961-1990;Mean Monthly Value;mm;96.8;108.7;119.9;93.5;123.2;121.7;110.2;101.1;108.5;108.2;96.0;95.0;1282.8
UNITED STATES OF AMERICA;MOUNT AIRY, NC;72000;315890;1961-1990;Mean Monthly Value;mm;83.1;87.4;106.2;94.5;110.5;94.2;115.3;97.0;106.7;96.0;82.0;85.6;1158.5
UNITED STATES OF AMERICA;SOUTHPORT 5N, NC;72000;318113;1961-1990;Mean Monthly Value;mm;120.1;111.0;112.8;77.2;101.9;124.2;176.0;180.3;173.5;84.1;83.8;103.4;1448.3
UNITED STATES OF AMERICA;TARBORO 1S, NC;72000;318500;1961-1990;Mean Monthly Value;mm;101.3;98.0;103.1;78.2;99.6;105.2;116.1;130.0;101.1;73.7;70.1;82.3;1158.7
UNITED STATES OF AMERICA;WILMINGTON WSO AP, NC;72000;319457;1961-1990;Mean Monthly Value;mm;98.3;94.0;98.6;72.9;112.5;151.9;206.5;176.3;128.0;68.3;79.0;92.2;1378.5
UNITED STATES OF AMERICA;FULLERTON 1ESE, ND;72000;323287;1961-1990;Mean Monthly Value;mm;15.2;14.2;32.8;59.9;69.1;85.9;64.8;61.7;52.3;35.8;19.8;11.2;522.7
UNITED STATES OF AMERICA;GRAFTON, ND;72000;323594;1961-1990;Mean Monthly Value;mm;15.2;11.2;22.6;38.6;56.4;78.0;67.1;55.1;46.2;31.0;16.3;13.5;451.2
UNITED STATES OF AMERICA;LANGDON EXPERIMENT STN, ND;72000;324958;1961-1990;Mean Monthly Value;mm;12.7;9.9;18.0;31.2;57.4;74.2;77.7;64.5;47.0;29.5;11.9;11.9;445.9
UNITED STATES OF AMERICA;LISBON, ND;72000;325220;1961-1990;Mean Monthly Value;mm;11.7;10.4;24.4;47.8;61.2;84.8;72.6;61.0;51.6;36.6;15.5;13.5;491.1
UNITED STATES OF AMERICA;NAPOLEON, ND;72000;326255;1961-1990;Mean Monthly Value;mm;11.9;10.7;24.1;44.4;61.2;76.2;68.8;51.1;47.0;30.2;13.7;11.2;450.5
UNITED STATES OF AMERICA;BUCYRUS, OH;72000;331072;1961-1990;Mean Monthly Value;mm;51.1;48.5;77.2;88.9;102.1;102.9;110.7;93.2;82.6;56.9;79.2;71.1;964.4
UNITED STATES OF AMERICA;CHIPPEWA LAKE, OH;72000;331541;1961-1990;Mean Monthly Value;mm;51.1;54.1;79.2;81.8;98.0;91.7;98.0;82.3;86.1;58.2;84.6;76.2;941.3
